,Topic,Sentiment,TweetId,TweetDate,TweetText
100,apple,positive,125717622728818688,Sun Oct 16 23:39:51 +0000 2011,alexlindsay My wife upgrade iPhone 4. I think Siri alone worth upgrade. Looking forward Apple continue enhance Siri .
101,apple,positive,125714253452812288,Sun Oct 16 23:26:28 +0000 2011,RT tomkeene Thx instagram Thx apple # hypo # D-76 # tri-x http : //t.co/BPPJwncp
102,apple,positive,125713935344214016,Sun Oct 16 23:25:12 +0000 2011,SteveJobs honor tonite Apple ... A truly great loss world.He miss
103,apple,positive,125712433087123456,Sun Oct 16 23:19:14 +0000 2011,Thx instagram Thx apple # hypo # D-76 # tri-x http : //t.co/D7EeJHBT
104,apple,positive,125708639607599104,Sun Oct 16 23:04:09 +0000 2011,Loving new # iPhone4S thanks apple # ios5
105,apple,positive,125706813583798274,Sun Oct 16 22:56:54 +0000 2011,love this. much. thank apple. http : //t.co/Ui8lOEzX
106,apple,positive,125701161926930433,Sun Oct 16 22:34:27 +0000 2011,apple iPhone 4 great # genius
107,apple,positive,125699573799845888,Sun Oct 16 22:28:08 +0000 2011,apple Cards app notifies card I send arrive local post office deliver today ... Sunday. Truly # magic .
108,apple,positive,125688922410975232,Sun Oct 16 21:45:48 +0000 2011,Love new I0S5 Apple updates. Just I think ca n't get good somehow simplifies life more. That 's right-it 's Apple .
109,apple,positive,125681742760771584,Sun Oct 16 21:17:17 +0000 2011,apple Siri amazing
110,apple,positive,125680049478316032,Sun Oct 16 21:10:33 +0000 2011,rygurl need apple iphone4S Siri !
111,apple,positive,125677424565424128,Sun Oct 16 21:00:07 +0000 2011,"Meet # Siri , new iPhone butler. Click link amaze : http : //t.co/lvfFdCEL Apple"
112,apple,positive,125673004511412224,Sun Oct 16 20:42:33 +0000 2011,"man apple store schaumburg , whoop ! ! ! ! ð"
113,apple,positive,125667241978114048,Sun Oct 16 20:19:39 +0000 2011,"So , I use work PC ( NEVER EVER ) get feel ; bad speaker ever ! ! apple spoil ! ! # imamac"
114,apple,positive,125664375364255744,Sun Oct 16 20:08:17 +0000 2011,I â¥ Apple http : //t.co/a8on3IAa
115,apple,positive,125662399217930240,Sun Oct 16 20:00:25 +0000 2011,apple get new iOS5 upgrade iMessage ... good luck survive BlackBerry
116,apple,positive,125652668080336896,Sun Oct 16 19:21:45 +0000 2011,Loving # iOS5 ! ! # awesome Apple
117,apple,positive,125648027045199873,Sun Oct 16 19:03:18 +0000 2011,"RT MattyRiesz : kathrynyee You right , iPhone must have. # addict { WELCOME TO THE APPLE CLUB }"
118,apple,positive,125645258003464192,Sun Oct 16 18:52:18 +0000 2011,Thank apple innovations. Exhibit A : Guy play Facetime instead watch game sport bar. http : //t.co/oU7K39ge
119,apple,positive,125643107260829697,Sun Oct 16 18:43:45 +0000 2011,blackberry boo hiss ! ... ... ... ... apple wuhu ! ! ! ! ! ! ! ! When berry power technology actually work ? ?
120,apple,positive,125633677597229056,Sun Oct 16 18:06:17 +0000 2011,apple far best iPod first time iPhone ever ... . Good job guy
121,apple,positive,125633065757310976,Sun Oct 16 18:03:51 +0000 2011,Thank Steve apple store 5th av. http : //t.co/nSAisriP
122,apple,positive,125628199269961729,Sun Oct 16 17:44:31 +0000 2011,Apple 's Siri witchcraft. What 's next googleresearch. 2 yr lead lose ?
123,apple,positive,125623745284018176,Sun Oct 16 17:26:49 +0000 2011,"Apple iOS 5 sweet ! Notifications , phone search cover mail , wifi sync , iCloud backup integrate Twitter well do ."
124,apple,positive,125618466353983488,Sun Oct 16 17:05:50 +0000 2011,RT katebetts : Another great James Stewart story today 's NY Times importance architecture apple retail success http : //t. ...
125,apple,positive,125610372727193601,Sun Oct 16 16:33:41 +0000 2011,Another great James Stewart story today 's NY Times importance architecture apple retail success http : //t.co/Kniz452s
126,apple,positive,125608381431025664,Sun Oct 16 16:25:47 +0000 2011,I & lt ; 3 apple http : //t.co/ondXWpEr
127,apple,positive,125596541028282369,Sun Oct 16 15:38:43 +0000 2011,Welcome twitter world MarkStuver. This due # iOS5 apple thanks guy .
128,apple,positive,125585606100267008,Sun Oct 16 14:55:16 +0000 2011,Impressive service apple genius bar metro centre. Power cable replace free n book screen replacement free : - D
129,apple,positive,125562428200202240,Sun Oct 16 13:23:10 +0000 2011,RT deb_lavoy : nice guy apple store replace phone gratis I show hairline crack screen. thanks apple
130,apple,positive,125561950376701952,Sun Oct 16 13:21:16 +0000 2011,nice guy apple store replace phone gratis I show hairline crack screen. thanks apple
131,apple,positive,125550135911518209,Sun Oct 16 12:34:19 +0000 2011,"My iPhone 4S battery last long day. That n't happen since edge iPhone. Nice job , apple ."
132,apple,positive,125547297072357376,Sun Oct 16 12:23:02 +0000 2011,It would take 15 min write # Blackberry. Thank u Apple 4 convert show grass greener !
133,apple,positive,125539788546781185,Sun Oct 16 11:53:12 +0000 2011,RT herahussain : RickySinghPT get new backside eye phone ! V impress apple
134,apple,positive,125537993942515712,Sun Oct 16 11:46:04 +0000 2011,RickySinghPT get new backside eye phone ! V impress apple
135,apple,positive,125537578974851072,Sun Oct 16 11:44:25 +0000 2011,# iPhone 4S Space http : //t.co/jINNHVwz amazing # creative apple product inspire people unbelievable thing
136,apple,positive,125524107386302465,Sun Oct 16 10:50:53 +0000 2011,Thank apple make iPad 2 feel like new new iOS 5 !
137,apple,positive,125523414298533888,Sun Oct 16 10:48:08 +0000 2011,"_ibertaddigital.tv/ iPad briliant SteveJobs produck , http : //t.co/00ohfLY6 Apple present ... http : //t.co/DBbWSDpx"
138,apple,positive,125501576952553472,Sun Oct 16 09:21:22 +0000 2011,Using awsome iPad ... I love it. I love MacBook iPod. It 's amazing ! I love apple
139,apple,positive,125501281753251840,Sun Oct 16 09:20:11 +0000 2011,apple iOS 5 upgrade do ... ... Much good feature ... .. Few feature require
140,apple,positive,125495491701125120,Sun Oct 16 08:57:11 +0000 2011,New iOS 5 update THE BEST. iloveyou apple
141,apple,positive,125459338524499969,Sun Oct 16 06:33:31 +0000 2011,"Finally get iPhone 4S , thanks Apple. Stupid att. Learned lesson ."
142,apple,positive,125455260801179648,Sun Oct 16 06:17:19 +0000 2011,"I absolutely love iPhone 4S. Thank , Steve apple ."
143,apple,positive,125423290767507456,Sun Oct 16 04:10:17 +0000 2011,apple - invented product actually get brother call parent get 's going. Amazing. # siri # ipod4s
144,apple,positive,125416879035658240,Sun Oct 16 03:44:48 +0000 2011,"dammit , listen siri make want upgrade. well play apple ."
145,apple,positive,125407532893224962,Sun Oct 16 03:07:40 +0000 2011,"Create new folder within photo album # iOS5 , finally ! ! Thanks Apple , 's thorn side while. # newfeature"
146,apple,positive,125402636764712960,Sun Oct 16 02:48:13 +0000 2011,Video card Kimaris workstation die six months. So long hp. Hello apple .
147,apple,positive,125402412147146752,Sun Oct 16 02:47:19 +0000 2011,Blackberry & Facebook U R really make throw Blackberry trash get Apple iPhone ! Facebook upload issue !
148,apple,positive,125393816470568961,Sun Oct 16 02:13:10 +0000 2011,# iOS5 update submit apple ! Thanks support !
149,apple,positive,125356807626559488,Sat Oct 15 23:46:06 +0000 2011,Awesome service apple store pc. Thanks chris !
150,apple,positive,125343429289984000,Sat Oct 15 22:52:56 +0000 2011,RT To1ne : . apple thanks fix ... http : //t.co/wTj1ogDO
151,apple,positive,125338216411828224,Sat Oct 15 22:32:14 +0000 2011,I crazy # iOS5 . The photo crop best ! apple
152,apple,positive,125333598197911552,Sat Oct 15 22:13:53 +0000 2011,. apple thanks fix ... http : //t.co/wTj1ogDO
153,apple,positive,125330595302744064,Sat Oct 15 22:01:57 +0000 2011,Hell yes ! ! ! Got contact back ! ! Thanks apple
154,apple,positive,125319163366473728,Sat Oct 15 21:16:31 +0000 2011,RT SawyerHartman : I FU*KING LOVE YOU APPLE phone best thing ever ! ! SIRI = BEST THING EVER MADE
155,apple,positive,125313088160411649,Sat Oct 15 20:52:23 +0000 2011,apple change life .
156,apple,positive,125309946723188736,Sat Oct 15 20:39:54 +0000 2011,Mad prop apple employee n't charge replace back plate iPhone ! Made day !
157,apple,positive,125281706327552001,Sat Oct 15 18:47:41 +0000 2011,"jonsibley Actually , Apple mouse pretty sweet man ."
158,apple,positive,125279987254300672,Sat Oct 15 18:40:51 +0000 2011,The # iphone4s amazing. Siri 's voice recognition absolutely step previous attempts. Bravo apple
159,apple,positive,125264731035537409,Sat Oct 15 17:40:13 +0000 2011,Finally get apple IPhone thanks sprint get time
160,apple,positive,125256305647693825,Sat Oct 15 17:06:45 +0000 2011,# iOs5 nice ! Thanks Apple
161,apple,positive,125252188065902592,Sat Oct 15 16:50:23 +0000 2011,Good support fm Kevin apple # Bellevue store 4 biz customer TY !
162,apple,positive,125243911538098176,Sat Oct 15 16:17:30 +0000 2011,Just download IOS 5. It 's good I expect ! # thankyou apple
163,apple,positive,125238017299451905,Sat Oct 15 15:54:04 +0000 2011,Apple : Siri amaze ! ! ! I 'm love !
164,apple,positive,125165176772247552,Sat Oct 15 11:04:38 +0000 2011,Love love love iOS 5 ! ! apple
165,apple,negative,126418790706712576,Tue Oct 18 22:06:03 +0000 2011,RT cjwallace03 : So apparently apple put MB cap SMS new update. 25mb storage tell inbox full. W ...
166,apple,negative,126417285559762944,Tue Oct 18 22:00:04 +0000 2011,"RT Jewelz2611 mashable apple , iphones r 2 expensive. Most go w/ htc/galaxy. No customer loyalty w/phone comp.."
167,apple,negative,126416915664084992,Tue Oct 18 21:58:36 +0000 2011,"mashable apple , iphones r 2 expensive. Most go w/ htc/galaxy. No customer loyalty w/phone comp.."
168,apple,negative,126416109212680192,Tue Oct 18 21:55:23 +0000 2011,THiS IS WHAT WiLL KiLL APPLE http : //t.co/72Jw4z5c RiP APPLE
169,apple,negative,126411162622496768,Tue Oct 18 21:35:44 +0000 2011,apple tune go iPhone ? iPhone lonely without them. silly # iOS5
170,apple,negative,126410591949697024,Tue Oct 18 21:33:28 +0000 2011,apple need hurry release # iTunesMatch
171,apple,negative,126409696553861121,Tue Oct 18 21:29:54 +0000 2011,Why # Siri always apple
172,apple,negative,126408864387182593,Tue Oct 18 21:26:36 +0000 2011,I need exchange cord apple store I wait genius ? apple
173,apple,negative,126408052525105153,Tue Oct 18 21:23:22 +0000 2011,apple AirDrop # fail - Immediate `` decline request. '' every time
174,apple,negative,126407767132078082,Tue Oct 18 21:22:14 +0000 2011,good article apple fuck lion future. http : //t.co/zNDP9Vr6 # fb
175,apple,negative,126405405667627008,Tue Oct 18 21:12:51 +0000 2011,RT radlerc : Yellowgate ? Some iPhone 4S Users Complain Yellow Tint Screen http : //t.co/uaqrxTNk apple iphone4s
176,apple,negative,126405185630253056,Tue Oct 18 21:11:59 +0000 2011,Yellowgate ? Some iPhone 4S Users Complain Yellow Tint Screen http : //t.co/uaqrxTNk apple iphone4s
177,apple,negative,126405040809312256,Tue Oct 18 21:11:24 +0000 2011,The one # iphone feature still miss since apple first show it.. Contacts picture contact list ! Simple yet 5 major update miss
178,apple,negative,126400637930979329,Tue Oct 18 20:53:55 +0000 2011,Asked siri dream electric sleep. Was disappoint n't snippy answer. Missed opportunity apple
179,apple,negative,126394680903614465,Tue Oct 18 20:30:14 +0000 2011,"paulens It surprise Apple throw error alert authorize , 's `` Authorize computer '' button ."
180,apple,negative,126393717421645825,Tue Oct 18 20:26:25 +0000 2011,Lisa_Marie1987 shhhh. evil sith lord apple may hear ha !
181,apple,negative,126393204550537216,Tue Oct 18 20:24:22 +0000 2011,FUCK YOU apple DIE IN A FUCKING BLAZE INFERNO .
182,apple,negative,126392402083708928,Tue Oct 18 20:21:11 +0000 2011,"Oh , apple. Steve obviously nothing iPhoto , 's perfect opposite 'insanely great'. Get fix , please ."
183,apple,negative,126391082308206593,Tue Oct 18 20:15:56 +0000 2011,OMG apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
184,apple,negative,126389218284015616,Tue Oct 18 20:08:32 +0000 2011,ryanbaldwin apple So iTunes I go Store - & gt ; Authoriseâ¦ n't auto-authorise I sign iTunes ? Grrrr ...
185,apple,negative,126388194194362369,Tue Oct 18 20:04:28 +0000 2011,"Seriously - I absolutely off clue Apple mean `` authorization '' , ."
186,apple,negative,126388023725268992,Tue Oct 18 20:03:47 +0000 2011,"Boy , could apple make hard put purchase music cloud new macbook pro ? `` You must authorize computerâ¦ ''"
187,apple,negative,126385036441296896,Tue Oct 18 19:51:55 +0000 2011,"shit , shit , shit. IOS5 update ate apps , data medium like apple say would. This go take time rebuild ."
188,apple,negative,126382959711358976,Tue Oct 18 19:43:40 +0000 2011,. apple & AT & T u tell n't least 1 64GB iPhone 4S LA Vegas ! ! Give fucking break ! ! ! !
189,apple,negative,126382051661328385,Tue Oct 18 19:40:03 +0000 2011,Love apple downloads. 4 hour i-pad wonky ! # ripstevejobs # thenonsensepersists # neednewipadguide # fatfuckingchance
190,apple,negative,126381519513194497,Tue Oct 18 19:37:56 +0000 2011,Dear apple My new Air notbook since update kill # wifi # bug # destroy # productivity
191,apple,negative,126380588822298625,Tue Oct 18 19:34:15 +0000 2011,"I do Att apple 's profitering lack customer service , fuck ! ! !"
192,apple,negative,126380553464315904,Tue Oct 18 19:34:06 +0000 2011,It would great If Apple would send new phone. # frustrate
